name,UUID,category,cmui_swatch,in_mix_mode,in_clamp,in_invert,in_debug,in_k1_mode,in_k1_color,in_k1_hcl_offset,in_g1_interp_mode,in_g1_staircase_steps,in_g1_chroma_boost,in_g1_lightness_boost,in_k2_enabled,in_k2_position,in_k2_mode,in_k2_color,in_k2_hcl_offset,in_g2_interp_mode,in_g2_staircase_steps,in_g2_chroma_boost,in_g2_lightness_boost,in_k3_enabled,in_k3_position,in_k3_mode,in_k3_color,in_k3_hcl_offset,in_g3_interp_mode,in_g3_staircase_steps,in_g3_chroma_boost,in_g3_lightness_boost,in_k4_mode,in_k4_color,in_k4_hcl_offset
Palette - Piggy Pink,Palette-PiggyPink,Gradient,Swatch-Torus,0,1,0,0,0,0.933333 0.611765 0.654902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.866667 0.882353,0.0 0.0 0.0
Palette - Piglet,Palette-Piglet,Gradient,Swatch-Torus,0,1,0,0,0,0.933333 0.611765 0.654902,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.866667 0.882353,0.0 0.0 0.0
Palette - Pink Flavour,Palette-PinkFlavour,Gradient,Swatch-Torus,0,1,0,0,0,0.501961 0.0 0.501961,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.752941 0.796078,0.0 0.0 0.0
Palette - Pinky,Palette-Pinky,Gradient,Swatch-Torus,0,1,0,0,0,0.866667 0.368627 0.537255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.968627 0.733333 0.592157,0.0 0.0 0.0
Palette - Pinot Noir,Palette-PinotNoir,Gradient,Swatch-Torus,0,1,0,0,0,0.294118 0.423529 0.717647,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0941176 0.156863 0.282353,0.0 0.0 0.0
Palette - Pizelex,Palette-Pizelex,Gradient,Swatch-Torus,0,1,0,0,0,0.0666667 0.262745 0.341176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.94902 0.580392 0.572549,0.0 0.0 0.0
Palette - Playing with Reds,Palette-PlayingwithReds,Gradient,Swatch-Torus,0,1,0,0,0,0.827451 0.0627451 0.152941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.917647 0.219608 0.301961,0.0 0.0 0.0
Palette - Politics,Palette-Politics,Gradient,Swatch-Torus,0,1,0,0,0,0.129412 0.588235 0.952941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.956863 0.262745 0.211765,0.0 0.0 0.0
Palette - Poncho,Palette-Poncho,Gradient,Swatch-Torus,0,1,0,0,0,0.25098 0.227451 0.243137,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.745098 0.345098 0.411765,0.0 0.0 0.0
Palette - Portrait,Palette-Portrait,Gradient,Swatch-Torus,0,1,0,0,0,0.556863 0.619608 0.670588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.933333 0.94902 0.952941,0.0 0.0 0.0
Palette - Predawn,Palette-Predawn,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.631373 0.498039,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.133333 0.243137,0.0 0.0 0.0
Palette - Pun Yeta,Palette-PunYeta,Gradient,Swatch-Torus,0,1,0,0,0,0.0627451 0.552941 0.780392,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.937255 0.556863 0.219608,0.0 0.0 0.0
Palette - Pure Lust,Palette-PureLust,Gradient,Swatch-Torus,0,1,0,0,0,0.2 0.2 0.2,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.866667 0.0941176 0.0941176,0.0 0.0 0.0
Palette - Purpink,Palette-Purpink,Gradient,Swatch-Torus,0,1,0,0,0,0.498039 0.0 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.882353 0.0 1.0,0.0 0.0 0.0
Palette - Purple,Palette-Purple,Gradient,Swatch-Torus,0,1,0,0,0,0.784314 0.305882 0.537255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.945098 0.372549 0.47451,0.0 0.0 0.0
Palette - Purple Bliss,Palette-PurpleBliss,Gradient,Swatch-Torus,0,1,0,0,0,0.211765 0.0 0.2,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0431373 0.529412 0.576471,0.0 0.0 0.0
Palette - Purple Dream,Palette-PurpleDream,Gradient,Swatch-Torus,0,1,0,0,0,0.74902 0.352941 0.878431,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.658824 0.0666667 0.854902,0.0 0.0 0.0
Palette - Purple Love,Palette-PurpleLove,Gradient,Swatch-Torus,0,1,0,0,0,0.8 0.168627 0.368627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.458824 0.227451 0.533333,0.0 0.0 0.0
Palette - Purple Paradise,Palette-PurpleParadise,Gradient,Swatch-Torus,0,1,0,0,0,0.113725 0.168627 0.392157,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.972549 0.803922 0.854902,0.0 0.0 0.0
Palette - Purple White,Palette-PurpleWhite,Gradient,Swatch-Torus,0,1,0,0,0,0.729412 0.32549 0.439216,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.956863 0.886275 0.847059,0.0 0.0 0.0
Palette - Purplepine,Palette-Purplepine,Gradient,Swatch-Torus,0,1,0,0,0,0.12549 0.0 0.172549,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.796078 0.705882 0.831373,0.0 0.0 0.0
Palette - Purplin,Palette-Purplin,Gradient,Swatch-Torus,0,1,0,0,0,0.415686 0.188235 0.576471,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.627451 0.266667 1.0,0.0 0.0 0.0
Palette - Quepal,Palette-Quepal,Gradient,Swatch-Torus,0,1,0,0,0,0.0666667 0.6 0.556863,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.219608 0.937255 0.490196,0.0 0.0 0.0
Palette - Racker,Palette-Racker,Gradient,Swatch-Torus,0,1,0,0,0,0.921569 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.584314 0.0 0.541176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.2 0.0 0.988235,0.0 0.0 0.0
Palette - Radar,Palette-Radar,Gradient,Swatch-Torus,0,1,0,0,0,0.654902 0.439216 0.937255,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.811765 0.545098 0.952941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.992157 0.72549 0.607843,0.0 0.0 0.0
Palette - Radioactive Heat,Palette-RadioactiveHeat,Gradient,Swatch-Torus,0,1,0,0,0,0.968627 0.580392 0.117647,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.447059 0.776471 0.937255,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.65098 0.317647,0.0 0.0 0.0
Palette - Rainbow Blue,Palette-RainbowBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.94902 0.376471,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0196078 0.458824 0.901961,0.0 0.0 0.0
Palette - Rastafari,Palette-Rastafari,Gradient,Swatch-Torus,0,1,0,0,0,0.117647 0.588235 0.0,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,1.0 0.94902 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.0 0.0,0.0 0.0 0.0
Palette - Rea,Palette-Rea,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.878431 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.47451 0.623529 0.0470588,0.0 0.0 0.0
Palette - Reaqua,Palette-Reaqua,Gradient,Swatch-Torus,0,1,0,0,0,0.47451 0.623529 0.0470588,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.67451 0.733333 0.470588,0.0 0.0 0.0
Palette - Red Mist,Palette-RedMist,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.905882 0.298039 0.235294,0.0 0.0 0.0
Palette - Red Ocean,Palette-RedOcean,Gradient,Swatch-Torus,0,1,0,0,0,0.113725 0.262745 0.313726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.643137 0.223529 0.192157,0.0 0.0 0.0
Palette - Red Sunset,Palette-RedSunset,Gradient,Swatch-Torus,0,1,0,0,0,0.207843 0.360784 0.490196,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.423529 0.356863 0.482353,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.752941 0.423529 0.517647,0.0 0.0 0.0
Palette - Reef,Palette-Reef,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.823529 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.227451 0.482353 0.835294,0.0 0.0 0.0
Palette - Relaxing red,Palette-Relaxingred,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.984314 0.835294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.698039 0.0392157 0.172549,0.0 0.0 0.0
Palette - Relay,Palette-Relay,Gradient,Swatch-Torus,0,1,0,0,0,0.227451 0.109804 0.443137,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.843137 0.427451 0.466667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.686275 0.482353,0.0 0.0 0.0
Palette - Rose Colored Lenses,Palette-RoseColoredLenses,Gradient,Swatch-Torus,0,1,0,0,0,0.909804 0.796078 0.752941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.388235 0.435294 0.643137,0.0 0.0 0.0
Palette - Rose Water,Palette-RoseWater,Gradient,Swatch-Torus,0,1,0,0,0,0.898039 0.364706 0.529412,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.372549 0.764706 0.894118,0.0 0.0 0.0
Palette - Roseanna,Palette-Roseanna,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.686275 0.741176,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.764706 0.627451,0.0 0.0 0.0
Palette - Royal,Palette-Royal,Gradient,Swatch-Torus,0,1,0,0,0,0.0784314 0.117647 0.188235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.141176 0.231373 0.333333,0.0 0.0 0.0
Palette - Royal Blue,Palette-RoyalBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.32549 0.411765 0.462745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.160784 0.180392 0.286275,0.0 0.0 0.0
Palette - Royal Blue + Petrol,Palette-RoyalBlue+Petrol,Gradient,Swatch-Torus,0,1,0,0,0,0.733333 0.823529 0.772549,0.0 0.0 0.0,0,1,0.0,0.0,1,0.5,0,0.32549 0.411765 0.462745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.160784 0.180392 0.286275,0.0 0.0 0.0
Palette - Sage Persuasion,Palette-SagePersuasion,Gradient,Swatch-Torus,0,1,0,0,0,0.8 0.8 0.698039,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.458824 0.458824 0.0980392,0.0 0.0 0.0
Palette - Sand to Blue,Palette-SandtoBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.243137 0.317647 0.317647,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.870588 0.796078 0.643137,0.0 0.0 0.0
Palette - Scooter,Palette-Scooter,Gradient,Swatch-Torus,0,1,0,0,0,0.211765 0.819608 0.862745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.356863 0.52549 0.898039,0.0 0.0 0.0
Palette - Sea Blizz,Palette-SeaBlizz,Gradient,Swatch-Torus,0,1,0,0,0,0.109804 0.847059 0.823529,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.576471 0.929412 0.780392,0.0 0.0 0.0
Palette - Sea Blue,Palette-SeaBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.168627 0.345098 0.462745,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.305882 0.262745 0.462745,0.0 0.0 0.0
Palette - Sea Weed,Palette-SeaWeed,Gradient,Swatch-Torus,0,1,0,0,0,0.298039 0.721569 0.768627,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.235294 0.827451 0.678431,0.0 0.0 0.0
Palette - Sel,Palette-Sel,Gradient,Swatch-Torus,0,1,0,0,0,0.0 0.27451 0.498039,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.647059 0.8 0.509804,0.0 0.0 0.0
Palette - Selenium,Palette-Selenium,Gradient,Swatch-Torus,0,1,0,0,0,0.235294 0.231373 0.247059,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.376471 0.360784 0.235294,0.0 0.0 0.0
Palette - ServQuick,Palette-ServQuick,Gradient,Swatch-Torus,0,1,0,0,0,0.282353 0.333333 0.388235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.160784 0.196078 0.235294,0.0 0.0 0.0
Palette - Sexy Blue,Palette-SexyBlue,Gradient,Swatch-Torus,0,1,0,0,0,0.129412 0.576471 0.690196,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.427451 0.835294 0.929412,0.0 0.0 0.0
Palette - Sha la la,Palette-Shalala,Gradient,Swatch-Torus,0,1,0,0,0,0.839216 0.427451 0.458824,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.886275 0.584314 0.529412,0.0 0.0 0.0
Palette - Shahabi,Palette-Shahabi,Gradient,Swatch-Torus,0,1,0,0,0,0.658824 0.0 0.466667,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.4 1.0 0.0,0.0 0.0 0.0
Palette - Sherbert,Palette-Sherbert,Gradient,Swatch-Torus,0,1,0,0,0,0.968627 0.615686 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.392157 0.952941 0.54902,0.0 0.0 0.0
Palette - Shifter,Palette-Shifter,Gradient,Swatch-Torus,0,1,0,0,0,0.737255 0.305882 0.611765,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.972549 0.027451 0.34902,0.0 0.0 0.0
Palette - Shifty,Palette-Shifty,Gradient,Swatch-Torus,0,1,0,0,0,0.388235 0.388235 0.388235,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.635294 0.670588 0.345098,0.0 0.0 0.0
Palette - Shore,Palette-Shore,Gradient,Swatch-Torus,0,1,0,0,0,0.439216 0.882353 0.960784,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 0.819608 0.580392,0.0 0.0 0.0
Palette - Shrimpy,Palette-Shrimpy,Gradient,Swatch-Torus,0,1,0,0,0,0.894118 0.227451 0.0823529,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.901961 0.321569 0.270588,0.0 0.0 0.0
Palette - Shroom Haze,Palette-ShroomHaze,Gradient,Swatch-Torus,0,1,0,0,0,0.360784 0.145098 0.552941,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.262745 0.537255 0.635294,0.0 0.0 0.0
Palette - Sin City Red,Palette-SinCityRed,Gradient,Swatch-Torus,0,1,0,0,0,0.929412 0.129412 0.227451,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.576471 0.160784 0.117647,0.0 0.0 0.0
Palette - Sirius Tamed,Palette-SiriusTamed,Gradient,Swatch-Torus,0,1,0,0,0,0.937255 0.937255 0.733333,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.831373 0.827451 0.866667,0.0 0.0 0.0
Palette - Sky,Palette-Sky,Gradient,Swatch-Torus,0,1,0,0,0,0.027451 0.396078 0.521569,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.0 0.0588235 1.0,0.0 0.0 0.0
Palette - Skyline,Palette-Skyline,Gradient,Swatch-Torus,0,1,0,0,0,0.0784314 0.533333 0.8,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.168627 0.196078 0.698039,0.0 0.0 0.0
Palette - Slight Ocean View,Palette-SlightOceanView,Gradient,Swatch-Torus,0,1,0,0,0,0.658824 0.752941 1.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.247059 0.168627 0.588235,0.0 0.0 0.0
Palette - Snapchat,Palette-Snapchat,Gradient,Swatch-Torus,0,1,0,0,0,1.0 0.988235 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,1.0 1.0 1.0,0.0 0.0 0.0
Palette - Socialive,Palette-Socialive,Gradient,Swatch-Torus,0,1,0,0,0,0.0235294 0.745098 0.713726,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.282353 0.694118 0.74902,0.0 0.0 0.0
Palette - Solid Vault,Palette-SolidVault,Gradient,Swatch-Torus,0,1,0,0,0,0.227451 0.482353 0.835294,0.0 0.0 0.0,0,1,0.0,0.0,0,0.34,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.66,0,0.0 0.0 0.0,0.0 0.0 0.0,0,1,0.0,0.0,0,0.227451 0.376471 0.45098,0.0 0.0 0.0
